Spot_15,Spot_20,Spot_21,Spot_22,Spot_23,Spot_24,Spot_25,Spot_26,Spot_27,Spot_28,Spot_31,Spot_32,Spot_34,Spot_35,Spot_36,Spot_37,Spot_38,Spot_40,Spot_41,Spot_42,Spot_43,Spot_45,Spot_46,Spot_47,Spot_48,Spot_49,Spot_51,Spot_52,Spot_53,Spot_54,Spot_55,Spot_56,Spot_57,Spot_58,Spot_60,Spot_61,Spot_63,Spot_64,Spot_65,Spot_66,Spot_67,Spot_68,Spot_69,Spot_70,Spot_71,Spot_73,Spot_74,Spot_75,Spot_76,Spot_77,Spot_78,Spot_79,Spot_81,Spot_82,Spot_84,Spot_85,Spot_86,Spot_87,Spot_88,Spot_89,Spot_90,Spot_91,Spot_92,Spot_95,Spot_96,Spot_97,Spot_98,Spot_99,Spot_100,Spot_101,Spot_102,Spot_103,Spot_104,Spot_106,Spot_107,Spot_108,Spot_109
36310,204514,178703,219888,171442,0,67563,65834,97094,0,23597,93212,0,141102,194046,0,45150,66738,0,0,0,113507,133761,172243,121710,154220,226533,115809,109160,104640,58437,98332,0,61799,97522,0,0,245150,83052,0,124012,103973,139179,98290,235016,232114,85273,140751,205627,38470,39822,151655,0,80378,123753,78791,246306,125508,138532,142051,106998,59549,125817,158850,0,188145,88563,274066,177385,138476,110641,151389,198433,182987,0,67611,43130
51742,215970,115721,167165,211864,0,163569,137012,112343,0,126147,37657,36662,149536,204836,0,29195,37545,50031,0,0,153056,86846,184249,55737,142010,193402,105023,164134,60255,54119,0,0,0,116840,0,0,124038,37228,0,115494,214889,54350,67802,166745,258204,124021,123426,210600,30274,0,127231,27635,79040,106682,61662,177705,120138,144959,76744,84908,88769,129128,112674,0,191581,101111,219055,167958,97293,96398,99228,164730,183860,0,78738,101763
0,275584,103468,189664,199579,0,32746,114890,167441,0,82273,35445,0,58727,202647,0,84375,60320,75361,0,0,131396,92417,112902,32292,187066,191368,40275,0,0,67096,31237,0,50954,49770,0,0,142566,0,0,84174,164539,121527,76351,166068,236951,75242,187391,123668,104724,0,92400,0,119306,76853,125602,245495,139230,164840,54644,42730,54978,55121,191389,0,207879,81458,277713,142616,156337,98596,125091,199105,221990,0,75675,66180
0,239676,108639,154777,194047,0,0,158983,201522,0,104182,91370,0,43497,147266,0,33853,88379,48998,0,0,123222,61639,62278,95180,115866,101384,45693,52010,64674,57970,29173,0,35512,34355,0,0,152127,43721,50853,92034,214002,103160,101431,243046,201307,69094,167565,193017,57499,0,150702,0,111035,70497,138571,224396,153719,48374,73208,35418,132360,68186,177380,0,245270,112356,280070,201511,180295,90538,157396,215595,129988,0,95834,62450
0,289861,45249,226012,152098,28635,0,107754,57976,31205,138319,116093,0,83286,158108,0,59487,96327,37418,0,0,189324,0,55192,133623,221245,185431,89858,84829,72853,54919,0,0,0,77539,0,0,99997,52939,0,58852,202492,143906,73991,183128,204738,78861,146838,145225,129000,0,73542,0,105533,44879,72980,175061,143331,160356,30330,26448,133581,62225,212251,0,163141,98356,303992,200389,142981,51967,101438,174938,186326,0,54478,87675
71584,208296,103525,144787,207060,23796,0,113766,94286,0,89757,47067,0,51079,279739,0,119742,98728,56753,0,0,120116,60898,131099,148353,172385,190352,60544,189124,77895,50254,20951,0,0,51263,0,0,172596,0,44351,64809,181938,81557,89174,173939,206057,34461,233445,172339,92936,0,92892,74122,44670,80031,142411,321027,165835,111865,82357,22610,138131,116661,243488,0,151774,101237,265567,277786,163223,72071,110578,140372,239207,0,21660,99424
48360,322696,142158,235716,189129,0,0,87668,114769,21933,110366,92768,0,54789,181516,0,110941,95791,0,0,0,102405,114855,143717,120427,137361,118105,145313,162057,0,0,67411,0,0,78013,0,0,139324,0,60149,64703,116695,98434,91893,141198,259703,39684,218399,202614,27573,21409,125592,127389,0,127630,107995,175616,130951,133652,0,53669,154554,63480,177799,0,196314,107553,223318,214422,195924,100251,206599,114771,283616,0,97458,122205
58763,235798,80791,145646,159321,35093,0,57356,78247,0,133768,57994,25614,0,202777,0,89306,134680,39063,0,0,72730,0,102109,123020,157308,172579,89856,70851,134621,24556,0,0,35012,45506,0,0,134192,0,0,23567,148509,143893,116689,57506,246857,59767,164945,117892,87593,0,164989,162116,29249,155501,107607,221426,144843,203404,103384,0,218721,77235,242388,0,227454,160928,251619,122347,215201,139013,161705,167700,159922,0,66238,125348
52653,249924,101154,160149,189102,50359,0,111349,33265,62140,159846,99781,66275,37548,218233,0,104084,127636,46156,0,0,77175,36616,128006,164694,148581,189206,96460,190292,103343,0,0,0,0,47763,0,0,154057,31766,0,0,98083,124507,125407,156045,246503,55066,146299,86995,90527,0,108787,213424,63196,100296,121771,285450,122918,112753,0,32122,168365,53368,181138,0,145086,103061,255084,81829,206255,96015,311990,59094,247395,0,45998,159659
0,188791,105525,92732,176197,48702,0,74903,97319,0,224961,129656,31711,0,202894,0,110917,67875,0,0,0,103255,37151,152914,137872,172597,121835,101739,215550,123847,31054,0,0,36495,83990,0,0,144204,38600,0,0,92841,91764,127868,84319,241832,0,192281,82270,131850,0,106166,132428,55234,89086,124382,162919,143686,124448,79304,106751,179394,89515,161045,0,240909,164950,285472,171941,228818,52402,340517,127606,215844,0,135332,147670
