Spot_10,Spot_11,Spot_12,Spot_13,Spot_14,Spot_16,Spot_17,Spot_18,Spot_19,Spot_20,Spot_21,Spot_22,Spot_23,Spot_24,Spot_25,Spot_26,Spot_28,Spot_29,Spot_31,Spot_32,Spot_33,Spot_34,Spot_35,Spot_37,Spot_38,Spot_39,Spot_40,Spot_41,Spot_43,Spot_44,Spot_45,Spot_46,Spot_47,Spot_48,Spot_49,Spot_50,Spot_51,Spot_52,Spot_54,Spot_55,Spot_56,Spot_57,Spot_59,Spot_60,Spot_61,Spot_62,Spot_63,Spot_65,Spot_67,Spot_68,Spot_69,Spot_70,Spot_71,Spot_72,Spot_73,Spot_76,Spot_77,Spot_78,Spot_79,Spot_80,Spot_81,Spot_82,Spot_83,Spot_84,Spot_86,Spot_87,Spot_88,Spot_89,Spot_90,Spot_91,Spot_92,Spot_93,Spot_94,Spot_95,Spot_97,Spot_98
0,0,0,0,0,0,0,0,0,0,0,0,0,9191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12030,0,10466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12292,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,10166,0,0,0,12512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9657,0,0,0,0,0
0,0,0,0,0,0,13349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11358,0,0,0,0,0,17682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,9437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9562,0,0,11163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11589,0,0,0,10716,0,0,0,0,11408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9456,0,0,0,10674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9358,0,11529,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10683,9476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11722,0,0,0,10810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12649,0,0,0,10261,0,0,0,0,0,0,0,0,0,0,0,11913,0,0,0,0,0,10424,0,13777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10690,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10214,0,0,0,10619
0,0,0,0,0,0,0,15491,0,0,0,0,0,10375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8983,0,0,0,10892,0,0,0,0,0,13460,0,0,0,0,0,0,0,0,0,0,0,0,10047,0,0,0,0,0,0,9942,0
0,0,0,0,0,0,0,0,0,10237,0,0,0,0,0,0,0,0,0,0,0,0,8954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10796,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,13216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9973,0,0
0,0,0,0,10302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11303,0,0,0,0,0,10432,0,0,0,9991,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,18283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14025,0,9082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10154,11957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12099,0,0,0
0,9217,0,0,0,0,9738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10136,0,0,0,0,0,0,12043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9788,0,0,0,0,0,0,0,0,0,12763,0,0,0,0,0
0,0,0,10221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10821,11294,0,0,0,0,0,0,0,0,11719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9186,0,0,0,0,0,0,0,0,0,12878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,10874,0,0,0,0,13570,0,0,0,0,0,0,10992,0,0,0,0,0,0,0,16602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9422,0,0,0,12120,0,0,0,0,0,0,0,0,0,10832,0,0,0,0,0,0,0,0,0,0,11135,0,14109,0,0,0,0,0,0,0,0,0,0,15428,0,0,0,0,0,12635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,11500,0,0,0,0,0,0,0,0,0,0,0,0,13033,0,0,0,9986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8897,0,0,0,0,11479,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11143,0,0,0,0,0,0,0,0,0,0,0,0,10699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12269,0,0,14071,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,9786,0,0,0,0,0,0,9963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10798,0,0,0,0,0,12203,0,0,0,10391,12196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10236,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,9996,0,0,0,0,0,0,0,0,0,0,0,9642,12109,0,21559,0,0,0,0,0,0,0,0,0,12194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10510
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10670,0,0,0,0,9835,0,0,0,0,0,0,0,11750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,13603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10617
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,13509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12204,0,0,24130,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,9122,0,0,0,9983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11114,0,0,0,0,0,0,0,13606,0,0,0,0,0,0,0,15193,0,0,0,0,0,0,0,0,0,11289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10807,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8581,0,0,0,0,0,0,0,0,0,0,12414,0,0,0,0,0,0,0,0,0,0,0,0,14306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12768,0,9715,0
0,0,0,11123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12702,0,0,9652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,9574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20243,0,0,0,0,0,0,0,0,0,0,0,0,10452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10561,32824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,9456,0,0,0,0,0,0,0,0,0,0,0,0,8629,0,0,0,0,0,0,0,21916,0,0,0,0,0,31316,0,0,0,0,0,0,0,0,0,10924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8999,0,0,0,0,0,0,0,0,0,0,0,0,11494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9710,0,29009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26950,0,12579,0,0,0,35590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10968,9743,0,0,0,0,0,0,0,10209,0,0,0,0,0,0,0,0,0,0,8767,0,12577,0
0,0,0,0,0,0,0,0,0,0,0,0,0,20756,0,20206,0,0,0,10746,0,0,0,0,10868,17698,0,0,11443,0,0,42651,0,0,0,0,0,13194,0,0,0,0,0,0,0,0,0,0,0,0,0,11363,0,0,0,0,41303,0,0,10199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,42848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55992,0,0,0,0,0,11176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31767,0,0,11636,0,0,0,0,0,0,0,13571,0,0,0,0,0,0,0,0
0,0,0,0,10492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42795,0,0,0,0,0,47395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28124,0,0,0,0,0,0,12367,0,13465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9907,0,0,0,44531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14224,0,0,0,0,10701,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10021,0,0,0,0,0,0,0,0,0,0,47071,10644,9010,0,0,0,0,0,0,0,0,0,20753,0,0,0,0,0,70609,0,0,0,0,0,0,0,0,0,0,0,0,0,8863,0,0,0,0,0,0,0,0,0,0,19073,0,0,0,0,0,0,0,0,0,9847,0,0,0,0,0,0,0,0,0
0,0,0,0,0,10791,0,0,0,0,0,0,0,55293,0,0,0,0,0,0,0,0,0,0,0,19303,0,0,0,0,0,53209,0,0,11314,26276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11748,0,43076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,40994,0,0,0,0,0,0,47755,0,0,0,0,0,0,0,0,0,0,0,37585,0,0,0,0,0,67868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29342,16669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,19846,0,0,0,0,0,0,56945,0,0,0,0,0,0,0,0,0,0,0,45962,0,0,0,0,0,48451,0,0,11696,14334,0,0,0,0,0,10800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,11428,0,22914,0,0,0,0,0,0,74437,0,0,0,0,0,0,0,9886,0,0,0,21062,0,0,0,0,0,80455,0,0,0,39493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,10603,0,0,14164,0,0,0,0,0,0,82551,0,0,11196,0,0,0,0,0,0,0,0,39192,0,0,0,0,0,68799,0,10440,0,27660,0,0,0,0,0,13449,0,0,0,0,0,0,0,0,0,0,0,0,9617,0,21825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13923,0,0,0,0,43971,0,0,0,11129,0,0,45119,0,0,10364,0,0,0,0,0,0,0,0,44683,0,0,0,0,0,24296,0,0,0,27623,0,0,0,0,11985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18657,0,0,9212,0,0,0,0,0,0,11329,0,0,0,0,0,12405,0,0,0
0,0,0,0,0,0,44704,0,0,0,0,0,0,67869,0,0,0,10250,0,0,0,0,0,0,0,63965,9807,0,0,0,0,67035,0,0,0,64853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10178,0,0,0,0,87413,0,0,0,0,0,0,91165,0,0,0,0,0,0,0,0,0,0,0,73971,8774,0,0,0,0,40826,0,0,0,25423,0,0,0,0,0,13903,0,0,12730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,11383,0,0,83898,0,0,0,0,0,0,92068,0,0,0,0,0,0,0,0,0,0,0,57785,0,0,0,0,0,33725,0,0,0,25295,0,0,0,0,0,27072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,76920,0,0,0,11128,0,0,75448,0,0,0,0,0,0,0,0,0,0,0,63063,0,0,0,0,0,31828,0,0,0,34840,0,0,0,0,0,24595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12179,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,92436,0,0,10497,0,0,0,66940,0,0,0,0,0,0,0,0,0,0,0,81508,0,0,0,0,0,53719,0,0,0,12272,9577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13786,0,0,0,10662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,10354,0,0,0,85383,0,0,0,0,0,0,67636,0,0,0,0,0,0,0,0,0,0,0,55143,0,0,0,0,0,38534,0,0,0,65544,0,0,0,0,0,12141,0,0,0,0,0,0,13059,0,0,0,0,0,0,0,18725,0,0,0,0,0,0,0,0,9989,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,73055,0,0,0,0,0,0,98718,0,0,0,0,0,0,0,0,0,0,0,44513,0,0,0,0,0,56826,0,0,0,36616,0,0,0,0,0,32694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9933,0,0,0,0,112942,0,0,0,0,0,0,101699,0,0,0,0,0,0,0,0,0,0,0,41993,0,0,0,0,0,70602,0,0,0,45591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9872,0,0,31121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,102211,0,0,0,0,0,0,82061,0,0,0,0,0,0,10511,0,0,0,0,75773,0,0,0,0,0,51046,0,0,0,0,0,0,0,15608,0,25570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38617,0,0,0,0,0,0,9522,0,0,0,0,0,0,0,0,11082,10343,0,0
0,0,0,11516,33154,0,112893,0,0,0,0,13137,0,93354,0,0,0,0,0,0,0,0,11343,0,0,65327,0,0,0,0,0,26486,0,0,0,16091,0,0,0,0,0,29341,0,0,0,0,0,10265,0,0,0,0,0,0,0,0,40131,0,0,0,0,0,0,0,0,0,0,0,0,0,10189,0,0,0,0,0
0,0,0,0,26372,0,72797,0,0,0,0,0,0,85533,0,0,0,0,9887,0,0,0,0,0,0,60696,0,0,0,0,0,64198,0,0,10733,37858,0,0,0,0,0,8960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9748
0,0,0,0,14313,0,137605,0,0,0,0,8710,0,132347,0,0,0,0,0,0,0,0,0,0,0,49439,0,0,0,0,0,55690,0,0,0,14397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,30780,0,162687,0,0,0,0,0,0,112820,9646,0,12343,0,0,0,12243,0,0,0,0,61944,0,0,0,0,0,97801,0,0,0,14854,0,0,0,0,0,30560,0,0,0,0,0,0,0,0,0,0,0,0,9154,0,30425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,36932,0,118626,0,0,0,0,0,0,105757,0,0,0,0,0,0,0,0,0,0,0,47566,0,0,0,0,0,84179,0,11116,0,0,11324,0,0,0,0,27329,0,0,0,0,10122,0,0,0,0,0,0,0,0,0,33207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,13081,0,0,29706,0,146970,0,0,0,0,0,0,103130,0,0,0,0,0,0,10388,0,0,0,11324,51799,0,0,0,0,0,111047,0,0,0,0,23433,0,0,0,0,33145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,46929,0,97109,0,0,0,0,0,0,101682,0,0,0,0,0,0,0,0,0,0,0,66832,0,0,10642,0,0,87219,0,0,0,0,30035,0,0,0,0,44880,0,0,0,0,0,0,13963,0,0,0,0,0,0,0,70701,0,0,13795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,49843,0,125352,0,0,0,0,0,0,120484,0,0,0,0,0,0,0,0,0,0,0,65190,0,0,10828,0,0,102906,0,0,0,0,11927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68621,0,0,15024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,63375,0,133661,0,0,0,0,11172,0,145993,0,12923,0,0,0,0,0,0,0,0,0,93372,0,0,0,0,0,101632,0,0,0,0,0,0,0,0,0,29058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25568,0,0,0,10092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,20582,0,131638,0,0,11038,0,0,0,127790,0,0,0,0,0,0,0,0,0,0,0,54998,0,0,0,0,0,79874,0,0,0,22524,19637,0,0,0,0,28277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47196,22160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,64363,0,157920,0,0,0,0,0,0,161742,0,0,0,0,0,0,0,0,0,0,0,30957,0,0,0,0,0,96069,33209,0,0,9859,32009,0,0,0,0,22321,0,0,0,0,0,0,0,0,0,0,0,0,11333,0,59238,0,0,20020,0,0,0,0,0,0,0,0,0,0,0,0,9799,0,0,0
0,0,0,0,51377,0,136240,0,0,0,0,0,0,136050,0,0,0,0,0,0,0,0,0,0,0,62408,0,0,0,9994,0,111584,35505,0,10755,0,27042,0,0,0,0,46855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14457,30487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,83526,0,118792,0,0,0,0,10056,0,138984,0,0,0,0,0,0,0,0,0,0,0,100718,0,0,0,0,0,135702,43890,0,0,0,55514,0,0,0,0,53214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,42347,0,121532,0,0,0,0,0,0,132549,0,0,0,0,0,0,0,0,0,0,0,105221,0,0,0,0,0,95693,24850,0,0,0,55623,0,0,0,0,31885,0,9966,0,0,0,0,0,0,11998,0,0,0,0,0,45987,33561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,59855,0,113101,0,0,0,0,0,0,136187,0,0,0,0,0,0,0,0,0,12175,0,60625,0,0,0,0,0,94663,42451,10187,0,0,83755,0,0,0,0,34935,0,0,0,0,0,0,0,0,22726,0,0,0,0,0,37818,31953,0,0,0,0,0,0,0,0,0,14243,12598,0,0,0,0,0,10768,14584
0,0,0,0,55653,0,109466,0,0,0,0,0,0,138847,0,0,0,0,0,0,0,0,9784,0,0,43540,0,0,0,0,0,107941,79718,0,0,0,84202,0,0,0,0,46000,0,0,0,0,0,0,0,0,18907,0,0,0,0,0,56759,31396,0,15566,0,0,0,0,0,9630,0,0,0,0,0,0,0,0,0,0
0,0,0,0,68295,0,122921,0,0,0,0,13188,0,159700,0,0,0,0,0,0,0,0,0,0,0,26479,0,0,0,0,0,101258,86576,0,0,0,72095,0,0,0,0,0,0,0,0,0,0,12392,0,0,12112,0,0,0,0,0,62156,38560,0,22321,0,0,0,0,0,0,0,0,0,0,0,23580,0,0,0,0
0,0,0,0,61015,0,116438,0,0,0,0,0,0,112237,0,0,0,0,0,0,0,12272,0,0,0,60049,0,0,0,0,0,113044,44436,0,0,0,70253,0,0,0,0,0,0,0,0,0,0,0,0,12550,12334,0,0,0,0,0,68154,35911,0,22779,0,0,0,0,0,11381,0,0,0,0,0,0,0,0,0,0
0,0,0,0,68215,0,97960,0,0,0,0,0,0,156308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80961,60851,0,0,0,81684,0,0,0,0,25761,0,0,0,0,0,0,0,0,27626,0,0,0,0,0,64556,22406,0,28035,0,0,0,0,0,0,0,0,8947,0,0,10697,0,0,0,0
0,0,0,0,31360,11677,104404,0,0,0,0,0,9825,98747,0,0,0,0,0,0,0,0,10563,0,0,13628,0,0,0,0,13242,81307,77848,0,0,0,82908,0,0,0,0,0,0,0,0,0,0,0,0,0,19360,0,0,0,0,0,66739,43266,0,13490,0,0,0,0,0,12187,0,19746,0,0,0,0,11296,0,0,0
0,0,0,0,63749,0,105733,11730,0,0,9608,0,0,140401,0,0,0,0,0,0,0,0,0,0,0,29397,0,0,0,0,0,108184,68141,0,0,0,86320,0,0,0,0,0,0,0,0,0,0,0,0,0,16553,0,0,0,0,0,34444,0,0,0,0,0,0,0,0,0,0,22749,0,0,0,24317,0,0,0,0
0,0,0,0,61847,0,76228,0,0,0,0,0,0,121249,0,0,0,0,0,0,0,16884,0,0,0,13612,0,0,0,0,0,118656,68786,0,0,0,87204,0,0,0,0,22845,0,0,0,0,14648,0,0,0,24185,0,0,0,0,0,22127,34942,0,37262,11572,0,0,0,0,0,0,30068,0,0,0,23496,0,0,0,0
0,0,0,0,64133,0,65240,0,0,0,0,0,0,115266,0,0,0,0,0,0,0,0,0,0,0,48990,0,0,0,0,0,119737,99827,0,0,0,123086,0,0,0,0,30053,0,0,0,0,0,0,0,0,42967,0,0,0,0,0,44180,13967,0,42959,0,0,0,0,0,0,0,0,20479,9702,0,21601,0,0,0,0
0,0,0,0,66222,0,115528,0,0,0,10190,0,0,120308,0,0,0,0,0,0,0,0,0,0,0,76427,0,0,0,0,0,152724,60853,0,12207,0,84730,0,0,0,0,36001,0,0,0,0,0,0,0,0,28909,0,11926,0,0,0,17958,22172,0,39772,0,0,0,0,0,0,0,33809,0,0,0,26310,0,0,0,0
0,0,0,0,33088,0,127658,0,0,0,0,0,0,128726,0,10137,11942,0,0,0,0,0,0,0,0,40677,0,0,0,0,0,111343,68341,0,0,0,101646,0,10843,0,0,26397,0,0,0,0,0,0,0,23892,17546,0,0,0,0,0,42902,9504,0,49570,0,0,0,0,0,14724,0,70211,0,0,0,44783,0,0,0,0
